8:04am,7 Elephant stationary,"Buckler's Lodge, seen across the river Near Crocodile Bridge",3/5,JRuediger,"Dec 4, 2023 · 6:31 AM UTC"
8:00am,1 Lion sleeping,"H9, 7.2km E of S96 Near Letaba",5/5,ToyahM,"Dec 4, 2023 · 6:31 AM UTC"
8:04am,2 Lion stationary,"""Distant but clear view of males resting in the shade, south of the river and west of the hide."" at the Matambeni Bird Hide, 3km from S62 Near Letaba",4/5,jacquesbaa,"Dec 4, 2023 · 6:31 AM UTC"
6:53am,5 Lion stationary,"""Chilling on the riverbed."" H4-1, at the N'watimhiri River Bridge Near Lower Sabie",5/5,dlwbrown,"Dec 4, 2023 · 5:46 AM UTC"
6:44am,2 Lion stationary,"""Across the dam. Visibility is 5/5 with binos."" S102, at the Mpondo Dam Near Crocodile Bridge",5/5,Tinged by@n.m_wildlifephotography,"Dec 4, 2023 · 4:52 AM UTC"
5:26am,1 Lion stationary,"H6, 1.7km from H1-3 Near Satara",5/5,Chris123456,"Dec 4, 2023 · 4:21 AM UTC"
5:33am,1 Lion on the move,"H1-3, 2.6km S of H6 Near Satara",5/5,Chris123456,"Dec 4, 2023 · 4:21 AM UTC"
5:45am,1 Kori Bustard stationary,"S25, 300m from H4-2 Near Crocodile Bridge",5/5,Sunflower,"Dec 4, 2023 · 4:15 AM UTC"
5:50am,1 Spotted Hyena on the move,"Gasanftombi road, 20m from H4-2 Near Crocodile Bridge",5/5,Sunflower,"Dec 4, 2023 · 4:15 AM UTC"
3:11pm,1 Lion stationary,"""Lion and hippopotamus"" S25, 2.3km W of the S27 Near Crocodile Bridge",5/5,DanMan,"Dec 3, 2023 · 2:21 PM UTC"
10:00am,Pride of Lion on the move,"""They left at 11"" H4-1, at Sunset Dam Near Lower Sabie",5/5,Tinged by@n.m_wildlifephotography,"Dec 3, 2023 · 11:51 AM UTC"
10:30am,Pride of Lion stationary,"""In the shade"" H4-2, at the Vurhami Lookout Near Crocodile Bridge",5/5,JTS,"Dec 3, 2023 · 10:55 AM UTC"
10:00am,Herd of Elephant stationary,"""Sleeping elephants"" S25, 2km E of the S26 Near Crocodile Bridge",5/5,JTS,"Dec 3, 2023 · 10:55 AM UTC"
6:00am,1 Spotted Hyena on a kill,"""Hyena feeding on a newborn impala"" S130, 1.7km N of the H4-2 S entrance Near Crocodile Bridge",5/5,JTS,"Dec 3, 2023 · 10:55 AM UTC"
8:49am,10 Elephant stationary,"""Herd of elephants in a circle with their backs to a baby that seems like it is sick or has passed away. They are tapping the baby to see if it will get up"" S25, before the S26 junction Near Crocodile Bridge",3/5,HesterM1076,"Dec 3, 2023 · 9:27 AM UTC"
8:00am,15 Lion stationary,"""5-6 females and 9-10 cubs. One female can't use her left hind leg"" S41, 10km S of the S100 Near Satara",5/5,Erland,"Dec 3, 2023 · 8:24 AM UTC"
9:30am,1 African Harrier-Hawk in a tree,"""Raiding nests"" H4-1, at Sunset Dam Near Lower Sabie",5/5,triangels,"Dec 3, 2023 · 8:24 AM UTC"
9:22am,1 Lion on the move,"S1, 4.7km E of the S3 Near Pretoriuskop",5/5,HHG,"Dec 3, 2023 · 7:47 AM UTC"
8:51am,5 Warthog on the move,"""Very cute babies"" S1, 2.3km E of the S4 Near Skukuza",5/5,HHG,"Dec 3, 2023 · 7:47 AM UTC"
8:12am,1 Hippopotamus stationary,"S25, 2.3km W of the S27 Near Crocodile Bridge",5/5,HesterM1076,"Dec 3, 2023 · 7:47 AM UTC"
7:44am,Pack of Wild Dog stationary,"H7, near the S106 E junction Near Orpen",5/5,Nicolette,"Dec 3, 2023 · 6:44 AM UTC"
5:04pm,2 Lion ,"S114, 250m E of H3 Near Malelane",5/5,Zain,"Dec 2, 2023 · 3:15 PM UTC"
1:55pm,2 Elephant swimming,"S119, at Gardenia hide waterhole Near Malelane",5/5,Gulfstream,"Dec 2, 2023 · 1:21 PM UTC"
2:37pm,2 Lion hunting,"""Lionesse stalking Zebra"" H4-2, about 500m N of Vurhami Bridge Near Crocodile Bridge",5/5,Marie and Hendrik,"Dec 2, 2023 · 12:59 PM UTC"
2:00pm,1 Leopard in a tree with kill,"S118, 2km E of H3 Near Malelane",5/5,Cheryl,"Dec 2, 2023 · 12:32 PM UTC"
6:30am,3 Lion on the move,"H4-2, near Vurhami bridge Near Crocodile Bridge",5/5,zkwildlifephotography,"Dec 2, 2023 · 12:08 PM UTC"
11:25am,Herd of Elephant playing,"H1-3, at Kumana dam, in the water Near Tshokwane",5/5,Keaton and Anthony's,"Dec 2, 2023 · 12:08 PM UTC"
10:45am,Big herd of Buffalo on the move,"H1-3, at Mazithi dam Near Tshokwane",5/5,Keaton and Anthony's,"Dec 2, 2023 · 12:08 PM UTC"
10:40am,Big herd of Buffalo stationary,"H1-3, at Mazithi dam Near Tshokwane",5/5,Keaton and Anthony's,"Dec 2, 2023 · 12:08 PM UTC"
1:20pm,1 Lion stationary,"""Waiting for the huge herd of buffaloes which are fast approaching"" H4-2, at Vurhami viewpoint Near Crocodile Bridge",5/5,triangels,"Dec 2, 2023 · 11:29 AM UTC"
11:30am,3 Cheetah stationary,"S130, between S137 and H4-2 N, 150m E of dry waterhole lying under tree on N side Near Lower Sabie",3/5,Renata - Kedibone Safaris,"Dec 2, 2023 · 11:16 AM UTC"
12:38pm,1 Leopard stationary,"S114, 800m S of H2-2 Near Malelane",4/5,JoubertSwart,"Dec 2, 2023 · 10:50 AM UTC"
10:53am,2 Lion stationary,"H4-1, 2.5km W of Sunset dam near the side of the river under a tree in shade Near Lower Sabie",1/5,Candace717,"Dec 2, 2023 · 9:48 AM UTC"
10:39am,2 Lion stationary,"S114, 900m E of H3 Near Malelane",3/5,Jesswoolam,"Dec 2, 2023 · 9:48 AM UTC"
11:25am,3 Hippopotamus grazing,"S27, at Hippo Pools Near Crocodile Bridge",5/5,Marie and Hendrik,"Dec 2, 2023 · 9:38 AM UTC"
9:16am,4 Elephant stationary,"S25, 6km E of S26 Near Crocodile Bridge",4/5,Janrap,"Dec 2, 2023 · 8:23 AM UTC"
9:55am,1 Verreaux's Eagle Owl ,"S28, about 7km E of H4-2 S junction Near Crocodile Bridge",5/5,Marie and Hendrik,"Dec 2, 2023 · 8:22 AM UTC"
8:00am,3 Lion ,"S46, at Engelhard dam Near Letaba",3/5,Mhloti,"Dec 2, 2023 · 7:47 AM UTC"
9:31am,Pride of Lion stationary,"H7, 400m E of Tamboti camp turn off Near Orpen",5/5,Hester,"Dec 2, 2023 · 7:47 AM UTC"
8:45am,Tower of Giraffe ,"Dukes Waterhole, off S137 Near Lower Sabie",5/5,Marie and Hendrik,"Dec 2, 2023 · 7:47 AM UTC"
9:17am,Pride of Lion stationary,"""2 lionesses, 5 cubs and 1 male"" H7, 400m E of Tamboti camp turn off, next to the road Near Orpen",5/5,Donald - Khalanga Safaris,"Dec 2, 2023 · 7:26 AM UTC"
8:30qm,5 Sable Antelope on the move,"""and eating"" S140, 7km S of S106 Near Orpen",5/5,Erland,"Dec 2, 2023 · 7:16 AM UTC"
8:25am,Big herd of Buffalo on the move,"H4-1, close to the H11 junction Near Skukuza",5/5,Keaton and the Anthony's,"Dec 2, 2023 · 6:31 AM UTC"
7:44am,1 Spotted Hyena on the move,"S25, 1.4km E of S119 Near Malelane",5/5,Chechirussel,"Dec 2, 2023 · 6:22 AM UTC"
7:17am,1 Lion stationary,"H4-2, just N of S28 S junction Near Crocodile Bridge",5/5,Janrap,"Dec 2, 2023 · 5:20 AM UTC"
7:00am,1 Spotted Hyena stationary,"S1, 1.5km E of S4, a bit off the road Near Skukuza",3/5,Keaton and Anthony's,"Dec 2, 2023 · 5:12 AM UTC"
6:59am,Pride of Lion ,"S28, 3km E of H4-2 S junction Near Crocodile Bridge",5/5,Afghan,"Dec 2, 2023 · 5:10 AM UTC"
6:40am,Pride of Lion stationary,"H4-2, about 100m N of S28 S junction Near Crocodile Bridge",4/5,Marie and Hendrik,"Dec 2, 2023 · 5:03 AM UTC"
6:30am,1 Lion stationary,"H4-2, just N of S28 S junction Near Crocodile Bridge",2/5,Afghan,"Dec 2, 2023 · 4:39 AM UTC"
5:30am,Pack of Wild Dog on the move,"H7, running on the road 15km E of Maroela turnoff Near Orpen",5/5,Nirie,"Dec 2, 2023 · 4:14 AM UTC"
5:14am,Clan of Spotted Hyena stationary,"""with cubs"" H7, 3km E of Maroela camp turnoff Near Orpen",5/5,Nirie,"Dec 2, 2023 · 4:14 AM UTC"
5:07pmam,Pride of Lion stationary,"""1 male, 4 lionesses and a few cubs in the road"" H7, 1km E of Maroela camp turnoff Near Orpen",5/5,Nirie,"Dec 2, 2023 · 4:14 AM UTC"
5:50pm,2 Honey Badger ,"S119, 2km W of Gardenia Hide Near Malelane",5/5,n.m wildlifephotography,"Dec 1, 2023 · 3:53 PM UTC"
5:36pm,Pride of Lion on the move,"""Last females crossed to Gardenia Hide area"" S119, close to Gardenia Hide Near Malelane",3/5,n.m wildlifephotography,"Dec 1, 2023 · 3:40 PM UTC"
1:29pm ,Pride of Lion stationary ,"""Lazy lions. Distance makes visibility not perfect""  S119, 1.2km E of Gardenia Hide, in the shade on opposite side of the river  Near Malelane ",4/5,SusiedB,"Dec 1, 2023 · 12:04 PM UTC"
12:30pm,Baby Warthog suckling,"H3, 1km S of H2-2 Near Malelane",5/5,68头牛,"Dec 1, 2023 · 11:57 AM UTC"
12:06pm,2 Warthog with 6 babies running over the road,"S25, 2.8km E of S26 Near Crocodile Bridge",5/5,Jacobs Family,"Dec 1, 2023 · 11:37 AM UTC"
11:30am,3 Lion ,"H1-3, 150m N of Ngotso North Near Satara",3/5,Renata - Kedibone Safaris,"Dec 1, 2023 · 11:37 AM UTC"
12:35pm,5 Lion stationary,"S119, 1km E of Gardenia Hide Near Malelane",3/5,Keaton and the Anthony's,"Dec 1, 2023 · 10:46 AM UTC"
12:11pm,2 Buffalo stationary,"H3, standing in the riverbed at Mlambane bridge just before S118 Near Malelane",5/5,Rose,"Dec 1, 2023 · 10:25 AM UTC"
11:46am,1 Hippopotamus laying in a pool of mud next to the road,"S25, 4.9km W of H4-2 Near Crocodile Bridge",5/5,Jacobs Family,"Dec 1, 2023 · 10:23 AM UTC"
9:04am,Lots of Hippopotami and Crocodiles on the banks,"""There are aslo storks and a warthog"" H4-1, Sunset dam Near Lower Sabie",5/5,Jacobs Family,"Dec 1, 2023 · 9:46 AM UTC"
8:00am,1 Lion on the move,"H1-2, Sand river low level bridge Near Skukuza",5/5,Nhlamulo - Sable Tours,"Dec 1, 2023 · 9:39 AM UTC"
10:30am,1 Leopard on the move with kill,"""Removed the kill from the tree"" S118, 2km  E of H3 Near Malelane",1/5,n.m wildlifephotography,"Dec 1, 2023 · 8:59 AM UTC"
5:30am,1 Leopard left tree,"S118, 2km  E of H3 Near Malelane",5/5,n.m wildlifephotography,"Dec 1, 2023 · 8:59 AM UTC"
10:29am,Pride of Lion stationary,"""Male in riverbed"" S119, about 2km N of S25 towards Gardenia Hide Near Malelane",3/5,Marie and Hendrik,"Dec 1, 2023 · 8:40 AM UTC"
8:38am ,2 Lions on the move ,"""Walking East""  H1-2, 3.7km W of S83 E junction on opposite side of the river  Near Skukuza ",5/5,Rose,"Dec 1, 2023 · 7:12 AM UTC"
8:22am,2 Lion ,"H10, 6.9km N of H4-2 Near Lower Sabie",5/5,JustinGreef,"Dec 1, 2023 · 7:09 AM UTC"
8:57am,Pride of Lion stationary,"""Female crossed road to Gardenia side but went back to riverbed"" S119, 500m E of Gardenia Hide Near Malelane",5/5,n.m wildlifephotography,"Dec 1, 2023 · 7:02 AM UTC"
8:05am,2 Lion on the move,"S82, 9km N of H4-2 S junction on E side Near Lower Sabie",5/5,Kerry - Kruger Pride Safaris,"Dec 1, 2023 · 6:29 AM UTC"
8:12am,Pack of Wild Dog stationary,"H12, 1.8km N of Sabie High Bridge, S30 Near Skukuza",1/5,Rose,"Dec 1, 2023 · 6:29 AM UTC"
8:10am,Pride of Lion on a kill,"""2 big males hogging the kill, females have moved off"" S119, 500m E of Gardenia Hide Near Malelane",5/5,n.m wildlifephotography,"Dec 1, 2023 · 6:29 AM UTC"
7:49am,6 Lion eating,"S119, 2.4km N of S25 Near Malelane",4/5,Shaylavl,"Dec 1, 2023 · 6:12 AM UTC"
7:25am,Herd of Buffalo ,"""Dagga boys"" H4-2, 3.3km N of S130 S Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 1, 2023 · 6:09 AM UTC"
7:30am,2 Black backed Jackal on the move,"H4-2, at S25 junction Near Crocodile Bridge",5/5,Marie and Hendrick,"Dec 1, 2023 · 6:07 AM UTC"
7:28am,8 Spotted Hyena on the move,"S1, at H11 junction Near Skukuza",5/5,HHG,"Dec 1, 2023 · 5:57 AM UTC"
7:16am,2 Southern Ground Hornbill on the move,"S110 sand, 2.7km W of S120 Near Berg En Dal",4/5,Jamin-MindaraLodge,"Dec 1, 2023 · 5:57 AM UTC"
7:30am,4 Lion stationary,"""one is hunting"" S28, 200m E of H4-2 S junction Near Crocodile Bridge",5/5,Marie and Hendrick,"Dec 1, 2023 · 5:44 AM UTC"
7:30am,2 Lion stationary,"""Lionesses"" S28, 200m E of H4-2 S junction Near Crocodile Bridge",5/5,Marie and Hendrick,"Dec 1, 2023 · 5:40 AM UTC"
7:20am,3 Honey Badger on the move,"""Lost visual"" S114, quickly crossed road 5km E of H3 Near Malelane",5/5,n.m wildlifephotography,"Dec 1, 2023 · 5:22 AM UTC"
6:46am,4 Spotted Hyena stationary,"S114, 1km E of H3 Near Malelane",2/5,Shaylavl,"Dec 1, 2023 · 5:08 AM UTC"
6:45am,1 Spotted Hyena on the move,"H3, 550m S of S114 Near Malelane",5/5,Shaylavl,"Dec 1, 2023 · 5:08 AM UTC"
6:50am,2 Lion stationary,"""Lionesses"" S28, 200m E of H4-2 S junction Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 1, 2023 · 5:04 AM UTC"
6:20am,1 Lion on the move,"S25, crossed the road 1.9km W of H4-2 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 1, 2023 · 4:36 AM UTC"
6:14am,1 Cheetah on a kill,"S25, 300m W of S27 Near Crocodile Bridge",5/5,Ursula,"Dec 1, 2023 · 4:30 AM UTC"
6:05am,1 Cheetah on the move,"S25, 300m W of S27, has now crossed over to N side, losing visual Near Crocodile Bridge",3/5,Kerry - Kruger Pride Safaris,"Dec 1, 2023 · 4:28 AM UTC"
5:30am,1 Cheetah on a kill,"S25, 300m W of S27 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 1, 2023 · 4:28 AM UTC"
6:10am,1 Spotted Hyena stationary,"""Look like the hyena just woke up, just sitting next to the road"" H1-1, corner of H11 Near Skukuza",5/5,Jacobs Family,"Dec 1, 2023 · 4:17 AM UTC"
5:49am,1 Lion on the move,"""Young male"" S114, 2.8km E of H3 Near Malelane",5/5,Treparriscos,"Dec 1, 2023 · 4:17 AM UTC"
5:10am,1 Leopard in a tree,"S118, 2km E of H3 Near Malelane",5/5,n.m wildlifephotography,"Dec 1, 2023 · 4:13 AM UTC"
6:02am,Lovely Sunrise ,"H3, Mlambane Bridge Near Malelane",5/5,n.m wildlifephotography,"Dec 1, 2023 · 4:13 AM UTC"
4:45am,1 Lion stationary,"""Young male on side of road"" H3, 1km N of S110 Tar Near Malelane",5/5,n.m wildlifephotography,"Dec 1, 2023 · 4:13 AM UTC"
4:37pm,1 Elephant eating,"S1, 1.2km W of S4 Near Skukuza",5/5,Jacobs Family,"Nov 30, 2023 · 4:02 PM UTC"
4:26pm,3 Spotted Hyena came out of den and mom started feeding her cubs,"S1, 1.5km E of S4 Near Skukuza",5/5,Jacobs Family,"Nov 30, 2023 · 4:01 PM UTC"
5:00pm,4 Spotted Hyena stationary,"S25, about 4km W of S139, next to road Near Biyamiti Bush Camp",5/5,Marie and Hendrik,"Nov 30, 2023 · 3:18 PM UTC"
4:07pm,3 Spotted Hyena ,"""One of the cubs was drinking milk, and the other one just sat next to the mom"" H11, at S1 junction Near Skukuza",5/5,Jacobs Family,"Nov 30, 2023 · 2:28 PM UTC"
3:32pm,1 Elephant eating,"H4-2, 2.1km S of S130 S junction Near Crocodile Bridge",5/5,AntonioPaiz,"Nov 30, 2023 · 1:41 PM UTC"
12:10pm,Photo of the Buffalo on the move,"S114, about 8km S of H1-1, crossing the road Near Skukuza",5/5,Frannie - Tambotie Transfers and Tours,"Nov 30, 2023 · 11:20 AM UTC"
12:04pm,1 Leopard ,"H4-1, just 200m W of S79 S junction Near Lower Sabie",5/5,HHG,"Nov 30, 2023 · 11:18 AM UTC"
11:15am,1 Leopard stationary,"H1-2, in a tree at Mutlumuvi bridge Near Skukuza",4/5,Treparriscos,"Nov 30, 2023 · 11:18 AM UTC"
12:35pm,1 Leopard stationary,"H4-1, just 200m W of S79 S junction, at the bottom of the tree Near Lower Sabie",3/5,Treparriscos,"Nov 30, 2023 · 11:18 AM UTC"
12:10pm,Herd of Buffalo on the move,"S114, about 8km S of H1-1, crossing the road Near Skukuza",5/5,Frannie - Tambotie Transfers and Tours,"Nov 30, 2023 · 11:12 AM UTC"
11:20am,1 Leopard in a tree,"H11, 3.9km E of S1 Near Skukuza",3/5,Aliciaa,"Nov 30, 2023 · 9:59 AM UTC"
11:36am,1 Leopard on the move,"""Was in tree, got off and left"" H11, 400m W of Lake Panic turn off Near Skukuza",5/5,n.m wildlifephotography,"Nov 30, 2023 · 9:46 AM UTC"
10:00am,1 Pearl Spotted Owl ,"S25, 8km W of H4-2 Near Crocodile Bridge",5/5,Zahn Kruger,"Nov 30, 2023 · 8:55 AM UTC"
10:15am,Beautiful Yellow Orchid in tree,"H1-2, 1km E of H12 on N side of road Near Skukuza",5/5,SusiedB,"Nov 30, 2023 · 8:54 AM UTC"
7:00am,1 Lion stationary,"""Biyamiti male"" S114, 1km S of S139 Near Biyamiti Bush camp",5/5,Ranger Laz - Jock Safari Lodge,"Nov 30, 2023 · 8:54 AM UTC"
9:50am,1 Leopard on the move,"""On my way out the gate. What luck."" H3, 750m N of Renosterpan Near Malelane",5/5,Ossendryver Family,"Nov 30, 2023 · 8:12 AM UTC"
8:48am,2 Southern Ground Hornbill ,"H1-2, 1.7km E of H12 Near Skukuza",3/5,Sandy Olivier,"Nov 30, 2023 · 8:01 AM UTC"
9:37am,1 Leopard in a tree,"H1-2, Mutlumuvi bridge Near Skukuza",4/5,James,"Nov 30, 2023 · 7:43 AM UTC"
8:41am,3 Lion ,"""2 are mating"" S1, 2km W of Nyamundwa dam Near Phabeni",4/5,Irma,"Nov 30, 2023 · 7:39 AM UTC"
9:30am,2 Lion ,"S28, near Ntandanyathi hide Near Lower Sabie",5/5,Nazreen,"Nov 30, 2023 · 7:34 AM UTC"
8:05am,Mating pair of Lion ,"S1, 1.8km W of Nyamundwa dam Near Phabeni",4/5,Marietta and Howard,"Nov 30, 2023 · 7:34 AM UTC"
8:00am,2 Southern Ground Hornbill ,"H1-2, about 2km W of H12 junction Near Skukuza",5/5,68头牛,"Nov 30, 2023 · 7:10 AM UTC"
6:15am,1 Leopard on the move,"""Walked into the bush"" H1-2, 3km S of Tshokwane",5/5,68头牛,"Nov 30, 2023 · 7:09 AM UTC"
6:16am,1 Black bellied Bustard ,"S28, N of Shishangeni entrance Near Crocodile Bridge",5/5,Marie,"Nov 30, 2023 · 7:09 AM UTC"
6:57am,2 Lion on the move,"""Beautiful"" S137, about 1.5km W of S28 Near Lower Sabie",5/5,Marie and Hendrik,"Nov 30, 2023 · 6:37 AM UTC"
7:59am,4 Lion stationary,"""Old males, 1 is white"" H7, 3.1km W of H1-3 Near Satara",3/5,Mare,"Nov 30, 2023 · 6:09 AM UTC"
7:55am,Herd of Buffalo stationary,"""Resting/warming up"" H11, 1.5km E of Paul Kruger Gate on N side of road",5/5,SusiedB,"Nov 30, 2023 · 6:06 AM UTC"
6:55am,1 Martial Eagle in a tree near Buffalo,"H11, N side of N'waswitshaka Bridge Near Skukuza",5/5,SusiedB,"Nov 30, 2023 · 6:00 AM UTC"
6:50am,2 Lion on the move,"""Were laying donw, now standing up walking to the right"" S137, 1.3km W of S28 Near Lower Sabie",5/5,Rose,"Nov 30, 2023 · 6:00 AM UTC"
6:04am,2 Honey Badger playing in dung right next to the watering hole,"S114, at James water hole N of S118 Near Malelane",5/5,TWF,"Nov 30, 2023 · 5:01 AM UTC"
5:55am,Mating pair of Lion plus one old male with sore eye,"S1, 3.5km E of S3 Near Phabeni",5/5,SusiedB,"Nov 30, 2023 · 4:41 AM UTC"
6:00am,Pride of Lion stationary,"S1, just W of Nyamundwa dam Near Phabeni",3/5,Anja,"Nov 30, 2023 · 4:41 AM UTC"
5:38am,2 Lions mating,"S1, 2km E of S3 on N side of road Near Phabeni",3/5,James,"Nov 30, 2023 · 4:41 AM UTC"
5:05am,1 Lion stationary,"""Was in road. Now on W side. Looks like he had a fight with a porcupine."" S114, 500m N of S22 Near Skukuza",5/5,Ossendryver Family,"Nov 30, 2023 · 4:41 AM UTC"
5:32pm,7 Spotted Hyenas stationary,"""Baby drinking from mom. Other baby a little too curious about cars and tried climbing underneath"" H3, 2km S of Afsaal Near Malelane",5/5,TWF,"Nov 30, 2023 · 4:40 AM UTC"
5:02am,2 Lion sleeping right next to the road,"H3, 2.2km N of S114 Near Malelane",5/5,TWF,"Nov 30, 2023 · 4:36 AM UTC"
5:53pm,1 Leopard Tortoise on the move,"""He drank some water in a puddle in the road."" S42, at the Lake Panic Hide Near Skukuza",5/5,Jacobs_Family,"Nov 29, 2023 · 3:59 PM UTC"
5:29pm,1 Spotted Hyena crossed road,"S3, 1.8km from H11 Near Paul Kruger Gate",5/5,HHg,"Nov 29, 2023 · 3:38 PM UTC"
4:42pm,2 Lion crossed road,"""Now stationary. They are 200m away from the other 2 male Lions."" H4-1, 3.5km E of H1-2 Near Skukuza",5/5,Ossendryver_Family,"Nov 29, 2023 · 3:29 PM UTC"
5:10pm,Pride of Lion on the move,"""Update: They moved to the road."" S28, 3.5km from H4-2, S entrance Near Crocodile Bridge",5/5,Tayobs,"Nov 29, 2023 · 3:22 PM UTC"
5:05pm,Pride of Lion stationary,"S28, 3.5km from H4-2, S entrance Near Crocodile Bridge",5/5,Marie and Hendrik,"Nov 29, 2023 · 3:16 PM UTC"
5:00pm,1 Leopard Tortoise crossed road,"H4-2, 100m from S25 Near Crocodile Bridge",5/5,Tayobs,"Nov 29, 2023 · 3:08 PM UTC"
4:44pm,1 Black backed Jackal on the move,"H4-2, 500m N of S25 Near Crocodile Bridge",5/5,Tayobs,"Nov 29, 2023 · 3:08 PM UTC"
3:49pm,1 Bird in a tree,"""ID??"" S28, 3km from H4-2, S entrance Near Crocodile Bridge",5/5,Tayobs,"Nov 29, 2023 · 2:43 PM UTC"
4:27pm,2 Lion on the move,"""Males moving from bust to bush."" S1, 2km W of the Nyamundwa Dam Near Phabeni",4/5,NDC,"Nov 29, 2023 · 2:43 PM UTC"
11:50am,50 plus Elephant drinking,"H1-2, at the Mantimahle dam Near Skukuza",5/5,Ossendryver_Family,"Nov 29, 2023 · 2:33 PM UTC"
7:17am,1 Giraffe drinking,"S21, at the Mthomane pan Near Skukuza",5/5,Ossendryver_Family,"Nov 29, 2023 · 2:33 PM UTC"
3:35pm,1 Leopard on the move,"H11, 700m W of H1-1 Near Skukuza",2/5,Ossendryver_Family,"Nov 29, 2023 · 2:33 PM UTC"
3:59pm,Pride of Lion stationary,"S28, about 3.5km from H4-2, S entrance Near Crocodile Bridge",5/5,Tayobs,"Nov 29, 2023 · 2:12 PM UTC"
3:04pm,1 Leopard on the move,"H1-3, about 1km N of H7 Near Satara",5/5,Mare,"Nov 29, 2023 · 1:52 PM UTC"
2:12pm,2 Lion stationary,"""One with a very sore eye"" S1, 1.2km W of the Nyamundwa Dam Near Phabeni",5/5,HHG,"Nov 29, 2023 · 12:53 PM UTC"
1:30pm,3 Sable Antelope stationary,"""Lying on the north side."" H1-1, past the Napi Boulders, W entrance Near Pretoriuskop",5/5,Marietta and Howard,"Nov 29, 2023 · 12:48 PM UTC"
10:42am,Herd of Elephant stationary,"""A big elephant roadblock. Lots of elephants on the left and right-hand side."" H4-1, 4.1km N of S79, N entrance Near Lower Sabie",5/5,Rose,"Nov 29, 2023 · 12:48 PM UTC"
9:25am,1 Leopard stationary,"""Lying down next to the road on the right-hand side. Walking over the road. Visibility was 5/5 now it's 0/5."" H4-1, just after the new detour about 7km N of Lower Sabie",5/5,Rose,"Nov 29, 2023 · 12:48 PM UTC"
4:45am,3 Leopard stationary,"""What a sighting!"" S1, 2.6km from H11 Near Paul Kruger Gate",5/5,Britta and Bastian,"Nov 29, 2023 · 11:54 AM UTC"
8:43am,1 Leopard on the move with kill,"H11, Near the Staff village bridge. Near Skukuza",5/5,Tinged by@n.m_wildlifephotography,"Nov 29, 2023 · 11:47 AM UTC"
4:45am,3 Leopard stationary,"""Leopard with cubs."" S1, near Paul Kruger Gate area",5/5,Nachi,"Nov 29, 2023 · 11:47 AM UTC"
