Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
4:56am,Pride of Lion stationary,"""Vurhami pride"" S28, 2km from H4-2, S entrance Near Crocodile Bridge",5/5,Mfundziso Nyambi,"Dec 6, 2023 · 4:23 AM UTC",Dec 6
5:39pm,2 Lion stationary,"""In the riverbed."" S1, 6.5km from Phabeni Gate",5/5,Fiona,"Dec 5, 2023 · 3:57 PM UTC",Dec 5
2:15pm,1 Leopard on the move,"""We were looking through binoculars and spotted him higher up, he came down towards the river. He moved along the bank very fast.."" At the Orpen Dam Lookout Point, on river bank opposite the dam Near Tshokwane",5/5,Kyle and Anike,"Dec 5, 2023 · 3:16 PM UTC",Dec 5
10:10am,1 Lion stationary,"""A male lying in the shade of the reservoir."" H15, 200m from H1-6 Near Letaba",5/5,Alberto - Matimba Lodge,"Dec 5, 2023 · 3:09 PM UTC",Dec 5
7:15am,5 Lion on the move,"""A lioness with 4 cubs heading west."" S50, 7km from H1-6, S entrance Near Mopani",5/5,Alberto - Matimba Lodge,"Dec 5, 2023 · 3:09 PM UTC",Dec 5
6:00am,6 Lion on the move,"""A lioness with 5 cubs on the road. Initially, they were stationary. They later moved west."" H14, 18km fromm H9 Near Phalaborwa",5/5,Alberto - Matimba Lodge,"Dec 5, 2023 · 3:09 PM UTC",Dec 5
2:25pm,3 Lion stationary,"""Lying under a tree."" S110 tar, 3.3km from H3 Near Malelane",5/5,Waseema_manjra,"Dec 5, 2023 · 12:38 PM UTC",Dec 5
1:07pm,1 Hippopotamus stationary,"""Looks like it is stuck in the mud."" S25, 2.3km W of S27 Near Crocodile Bridge",5/5,Marilea,"Dec 5, 2023 · 11:13 AM UTC",Dec 5
11:36am,1 Lion sleeping,"H3, 800m N of S112 Near Skukuza",4/5,Waseema_manjra,"Dec 5, 2023 · 10:46 AM UTC",Dec 5
11:52am,1 Crocodile stationary,"""There is a hippo at the same location."" At the Gasanftombi Lookout Point, off H4-2 Near Crocodile Bridge",5/5,UtahJ,"Dec 5, 2023 · 10:10 AM UTC",Dec 5
11:50am,1 Lion hunting,"""Stalking Impala."" At the Gasanftombi Lookout Point, off H4-2 Near Crocodile Bridge",5/5,UtahJ,"Dec 5, 2023 · 10:10 AM UTC",Dec 5
9:50am,1 Leopard in a tree,"""On the northern side of the road."" S25, 3.1km W of S27 Near Crocodile Bridge",4/5,J,"Dec 5, 2023 · 9:54 AM UTC",Dec 5
10:55am,1 Leopard in a tree,"""Sleeping in a tree near Jock Safari."" H3, 700m N of the Biyamiti High Level Bridge Near Skukuza",4/5,Nhlamulo Nyalungu,"Dec 5, 2023 · 9:39 AM UTC",Dec 5
10:50am,4 Zebra crossed road,"S27, 2.1km from S25 Near Crocodile Bridge",5/5,TY1,"Dec 5, 2023 · 9:16 AM UTC",Dec 5
10:36am,Herd of Elephant stationary,"""Cooling."" H1-3, at the Kumana Dam Near Tshokwane",5/5,Edson - Osprey Tours,"Dec 5, 2023 · 9:11 AM UTC",Dec 5
10:50am,1 Hippopotamus stationary,"""Stuck in the mud and it's still breathing."" S25, 2.3km W of S27 Near Crocodile Bridge",5/5,Yusuf,"Dec 5, 2023 · 9:10 AM UTC",Dec 5
10:13am,1 Leopard on the move,"""Mobile towards Afsaal."" H3, 3km N of Afsaal Near Malelane",5/5,Ray,"Dec 5, 2023 · 9:10 AM UTC",Dec 5
10:20am,1 Lion on the move,"""Update: The female crossed the river, east of the bridge going from the north side to the south side. She disappeared into the bush. Visual was 5/5."" H4-2, at the Vurhami Bridge Near Crocodile Bridge",0/5,Erland,"Dec 5, 2023 · 8:48 AM UTC",Dec 5
9:48am,2 Lion stationary,"""Update: Still stationary on the west side."" S82, 7.6km from H4-2, S entrance Near Lower Sabie",2/5,Christelle - Capture Nature Kruger Safaris,"Dec 5, 2023 · 8:42 AM UTC",Dec 5
10:23am,1 Leopard in a tree with kill,"""With an Impala kill, on the right side."" S25, 3km W of S27 Near Crocodile Bridge",3/5,TY1,"Dec 5, 2023 · 8:31 AM UTC",Dec 5
10:08am,2 Lion hunting,"""The second lion attempted to hunt an Impala but failed and is back."" Gasanftombi Dam, off H4-2 Near Crocodile Bridge",3/5,ToyahM,"Dec 5, 2023 · 8:17 AM UTC",Dec 5
9:18am,1 Lion hunting,"Gasanftombi Dam, off H4-2 Near Crocodile Bridge",4/5,ToyahM,"Dec 5, 2023 · 7:29 AM UTC",Dec 5
7:20am,1 Leopard in a tree with kill,"""On the north side. Distant open visual."" S25, 3km W of S27 Near Crocodile Bridge",4/5,Christelle - Capture Nature Kruger Safaris,"Dec 5, 2023 · 7:24 AM UTC",Dec 5
6:59am,2 Lion on the move,"H4-2, at the Vurhami Bridge Near Crocodile Bridge",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 5, 2023 · 7:15 AM UTC",Dec 5
8:55am,2 Lion stationary,"""Lionesses, on the south side of the drainage."" S82, 7.6km from H4-2, S entrance Near Lower Sabie",2/5,Kerry - Kruger Pride Safaris,"Dec 5, 2023 · 7:09 AM UTC",Dec 5
8:50am,2 Lion stationary,"""Lionesses. Difficult visual."" S82, 7.6km from H4-2, S entrance Near Lower Sabie",3/5,Jean - Discover Kruger Safaris,"Dec 5, 2023 · 7:09 AM UTC",Dec 5
8:45am,1 Lion hunting,"""Lioness still hunting. Lying in the reeds. Visibility varies as she moves."" Gasanftombi Dam, Off H4-2 Near Crocodile Bridge",5/5,Monique,"Dec 5, 2023 · 7:04 AM UTC",Dec 5
7:20am,1 Cheetah stationary,"""Sitting on a fallen tree eyeing some Impala."" S1, 1.6km from the Nyamundwa Dam towards Phabeni",5/5,Gerrie - Kruger Gateway Safaris,"Dec 5, 2023 · 6:55 AM UTC",Dec 5
8:30am,1 Leopard stationary,"""Now lying in the shade. Our farewell gift."" H3, 1km N of S114 Near Malelane",5/5,Ailsa,"Dec 5, 2023 · 6:40 AM UTC",Dec 5
6:45am,2 Lion stationary,"""Lionesses."" S82, 2.5km from Lower Sabie",2/5,Nelson Cruz - Africa Kruger Tours,"Dec 5, 2023 · 5:57 AM UTC",Dec 5
7:30am,2 Lion hunting,"""What an incredible sighting. Lionesses hunting warthog. Failed hunt but the warthog almost ran into our car."" Gasanftombi Lookout Point, at the dam Near Crocodile Bridge",5/5,KopiteonSafari,"Dec 5, 2023 · 5:53 AM UTC",Dec 5
7:30am,2 Lion hunting,"""Busy hunting warthog. Failed attempt."" Gasanftombi Lookout Point, by Vurhami Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 5, 2023 · 5:47 AM UTC",Dec 5
7:15am,1 Leopard in a tree with kill,"""Update: Still stationary on the north side. Distant Visual."" S25, 3km W of S27 Near Crocodile Bridge",3/5,Jean - Discover Kruger Safaris,"Dec 5, 2023 · 5:47 AM UTC",Dec 5
6:58am,2 Lion on the move,"""On both sides of the road."" H4-2, at the Vurhami Bridge Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 5, 2023 · 5:16 AM UTC",Dec 5
6:45am,1 Spotted Hyena on the move,"H3, 100m N of S121 Near Malelane",5/5,Jesswoollam,"Dec 5, 2023 · 4:59 AM UTC",Dec 5
6:51am,1 Leopard feeding,"S25, 3.5km W of S27 Near Crocodile Bridge",3/5,KopiteonSafari,"Dec 5, 2023 · 4:55 AM UTC",Dec 5
6:45am,1 Leopard in a tree with kill,"""With an Impala kill. Distant visual on the north side."" S25, 3.5km W of S27 Near Crocodile Bridge",3/5,Kerry - Kruger Pride Safaris,"Dec 5, 2023 · 4:52 AM UTC",Dec 5
6:26am,1 Leopard stationary,"""Lying down, so it is difficult to see. About 10 meters from the road from our location."" H3, 800m N of S114 Near Malelane",2/5,Jesswoollam,"Dec 5, 2023 · 4:38 AM UTC",Dec 5
6:20am,2 Spotted Hyena feeding,"""Eating left over bones."" S25, 4.7km W of S27 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 5, 2023 · 4:33 AM UTC",Dec 5
6:10am,1 Kori Bustard on the move,"S25, 850m from H4-2 Near Crocodile Bridge",5/5,KopiteonSafari,"Dec 5, 2023 · 4:21 AM UTC",Dec 5
5:29am,1 Wild Dog crossed road,"H11, 1.4km W of S42 Near Skukuza",5/5,arturohm8,"Dec 5, 2023 · 4:21 AM UTC",Dec 5
5:15pm,1 Leopard stationary,"""A male. Lost visual as he lied down in the thicket."" second detour route from Lower Sabie, just before S79",0/5,Monique,"Dec 4, 2023 · 4:00 PM UTC",Dec 4
5:01pm,4 Vulture in a tree,"H4-2, 1.9km S of S28, N entrance Near Lower Sabie",5/5,TY1,"Dec 4, 2023 · 3:31 PM UTC",Dec 4
3:11pm,20 plus Elephant on the move,"""Crossing the river with babies."" H4-1, 5.8km E of H12 Near Skukuza",5/5,TY1,"Dec 4, 2023 · 3:31 PM UTC",Dec 4
4:20pm,Herd of Buffalo stationary,"S28, 1.5km N of Shishangeni Lodge turnoff Near Crocodile Bridge",5/5,Annatjie Conradie,"Dec 4, 2023 · 3:22 PM UTC",Dec 4
4:20am,1 Lion on the move with kill,"""It had a leopard tortoise."" S25, 2km from H4-2 Near Crocodile Bridge",5/5,Mfundziso Nyambi,"Dec 4, 2023 · 3:22 PM UTC",Dec 4
1:39pm,1 Hippopotamus stationary,"""Terrapin chilling on the back of the hippo."" H4-1, at the Sunset Dam Near Lower Sabie",5/5,TY1,"Dec 4, 2023 · 2:55 PM UTC",Dec 4
1:36pm,2 Giraffe stationary,"""Mother and baby."" S28, 11.6km from H4-2, S entrance Near Crocodile Bridge",5/5,TY1,"Dec 4, 2023 · 2:55 PM UTC",Dec 4
4:28pm,3 Crocodile stationary,"""There are Hippos too."" H4-1, at the Sunset Dam Near Lower Sabie",5/5,TY1,"Dec 4, 2023 · 2:55 PM UTC",Dec 4
2:08pm,1 Leopard stationary,"H4-1, 1.5km E of H12 Near Skukuza",3/5,Chechirussel,"Dec 4, 2023 · 12:28 PM UTC",Dec 4
2:00pm,1 Leopard crossed road,"""Towards the riverside 15m in the bush. I left her there."" H4-1, 1.5km E of H12 bridge Near Skukuza",5/5,Tinged by@n.m_wildlifephotography,"Dec 4, 2023 · 12:26 PM UTC",Dec 4
1:03pm,4 Zebra stationary,"""On the right and left side of the road."" S28, 5km from H4-2, S entrance Near Crocodile Bridge",5/5,TY1,"Dec 4, 2023 · 11:26 AM UTC",Dec 4
1:13pm,50 plus Buffalo stationary,"S28, 4km from H4-2, S entrance Near Crocodile Bridge",5/5,TY1,"Dec 4, 2023 · 11:26 AM UTC",Dec 4
12:49pm,1 Lion sleeping,"H6, 2.4km from H1-3 Near Satara",4/5,ToyahM,"Dec 4, 2023 · 10:59 AM UTC",Dec 4
11:20am,Pride of Lion on the move,"""Heading southeast. Visibility is 5/5 at the moment and we will lose visual soon."" H4-1, at the N'watimhiri Bridge Near Lower Sabie",5/5,Mthunzi,"Dec 4, 2023 · 10:49 AM UTC",Dec 4
8:49am,3 Lion stationary,"""Update: They are now stationary in the river at the causeway."" S125, 3.7km W of Mhisanamond waterhole Near Satara",5/5,alexf8,"Dec 4, 2023 · 9:54 AM UTC",Dec 4
8:33am,5 Lion on the move,"""Walking on the road for a while and then got chased by a herd of elephants. They slowly went down into the river."" S125, 3.4km W of Mhisanamond waterhole Near Satara",5/5,alexf8,"Dec 4, 2023 · 9:54 AM UTC",Dec 4
8:30am,100 plus Buffalo crossed road,"""Walking into the river."" H1-3, 14km N of Tshokwane",5/5,Erland,"Dec 4, 2023 · 9:43 AM UTC",Dec 4
10:57am,Herd of Buffalo stationary,"""There are elephants close by."" S114, at the Biyamiti Wehr Near Malelane",5/5,Ailsa,"Dec 4, 2023 · 9:13 AM UTC",Dec 4
10:20am,1 Lion stationary,"H6, 2.5km from H1-3 Near Satara",4/5,MrTNamibia,"Dec 4, 2023 · 8:27 AM UTC",Dec 4
9:50am,Herd of Buffalo crossed road,"""A huge herd."" H11, 300m from H4-1 Near Skukuza",5/5,Frannie - Thula Seats Transfers and Tours,"Dec 4, 2023 · 8:11 AM UTC",Dec 4
9:45am,1 Spotted Hyena stationary,"S25, 1.2km E of S119 Near Malelane",5/5,Afghan,"Dec 4, 2023 · 7:57 AM UTC",Dec 4
9:30am,1 Giraffe drinking,"H1-1, at the De Laporte waterhole Near Skukuza",5/5,Annatjie Conradie,"Dec 4, 2023 · 7:48 AM UTC",Dec 4
9:15am,3 Kudu stationary,"""Next to the road"" S1, 2km from H11 Near Skukuza",5/5,Frannie - Thula Seats Transfers and Tours,"Dec 4, 2023 · 7:41 AM UTC",Dec 4
9:10am,1 Spotted Hyena running,"""On the road. Later moved to its den under the road."" S1, 3km from H11 Near Skukuza",5/5,Frannie - Thula Seats Transfers and Tours,"Dec 4, 2023 · 7:41 AM UTC",Dec 4
9:15am,1 Leopard stationary,"""She was stalking Impala, but the Impala saw her. Visibility is 1/5 where she is lying now, in a shade behind some bushes."" S51, 50m from the Sable Dam Hide Near Phalaborwa",1/5,Elize,"Dec 4, 2023 · 7:25 AM UTC",Dec 4
7:47am,1 Cheetah on the move,"""Calling for mates."" H7, 300m E of S39 Near Satara",5/5,MrTNamibia,"Dec 4, 2023 · 7:06 AM UTC",Dec 4
8:16am,1 Kori Bustard on the move,"S25, 150m from H4-2 Near Crocodile Bridge",5/5,Emilyjoosse,"Dec 4, 2023 · 6:35 AM UTC",Dec 4
8:04am,7 Elephant stationary,"Buckler's Lodge, seen across the river Near Crocodile Bridge",3/5,JRuediger,"Dec 4, 2023 · 6:31 AM UTC",Dec 4
8:00am,1 Lion sleeping,"H9, 7.2km E of S96 Near Letaba",5/5,ToyahM,"Dec 4, 2023 · 6:31 AM UTC",Dec 4
8:04am,2 Lion stationary,"""Distant but clear view of males resting in the shade, south of the river and west of the hide."" at the Matambeni Bird Hide, 3km from S62 Near Letaba",4/5,jacquesbaa,"Dec 4, 2023 · 6:31 AM UTC",Dec 4
6:53am,5 Lion stationary,"""Chilling on the riverbed."" H4-1, at the N'watimhiri River Bridge Near Lower Sabie",5/5,dlwbrown,"Dec 4, 2023 · 5:46 AM UTC",Dec 4
6:44am,2 Lion stationary,"""Across the dam. Visibility is 5/5 with binos."" S102, at the Mpondo Dam Near Crocodile Bridge",5/5,Tinged by@n.m_wildlifephotography,"Dec 4, 2023 · 4:52 AM UTC",Dec 4
5:26am,1 Lion stationary,"H6, 1.7km from H1-3 Near Satara",5/5,Chris123456,"Dec 4, 2023 · 4:21 AM UTC",Dec 4
5:33am,1 Lion on the move,"H1-3, 2.6km S of H6 Near Satara",5/5,Chris123456,"Dec 4, 2023 · 4:21 AM UTC",Dec 4
5:45am,1 Kori Bustard stationary,"S25, 300m from H4-2 Near Crocodile Bridge",5/5,Sunflower,"Dec 4, 2023 · 4:15 AM UTC",Dec 4
5:50am,1 Spotted Hyena on the move,"Gasanftombi road, 20m from H4-2 Near Crocodile Bridge",5/5,Sunflower,"Dec 4, 2023 · 4:15 AM UTC",Dec 4
3:11pm,1 Lion stationary,"""Lion and hippopotamus"" S25, 2.3km W of the S27 Near Crocodile Bridge",5/5,DanMan,"Dec 3, 2023 · 2:21 PM UTC",Dec 3
10:00am,Pride of Lion on the move,"""They left at 11"" H4-1, at Sunset Dam Near Lower Sabie",5/5,Tinged by@n.m_wildlifephotography,"Dec 3, 2023 · 11:51 AM UTC",Dec 3
10:30am,Pride of Lion stationary,"""In the shade"" H4-2, at the Vurhami Lookout Near Crocodile Bridge",5/5,JTS,"Dec 3, 2023 · 10:55 AM UTC",Dec 3
10:00am,Herd of Elephant stationary,"""Sleeping elephants"" S25, 2km E of the S26 Near Crocodile Bridge",5/5,JTS,"Dec 3, 2023 · 10:55 AM UTC",Dec 3
6:00am,1 Spotted Hyena on a kill,"""Hyena feeding on a newborn impala"" S130, 1.7km N of the H4-2 S entrance Near Crocodile Bridge",5/5,JTS,"Dec 3, 2023 · 10:55 AM UTC",Dec 3
8:49am,10 Elephant stationary,"""Herd of elephants in a circle with their backs to a baby that seems like it is sick or has passed away. They are tapping the baby to see if it will get up"" S25, before the S26 junction Near Crocodile Bridge",3/5,HesterM1076,"Dec 3, 2023 · 9:27 AM UTC",Dec 3
8:00am,15 Lion stationary,"""5-6 females and 9-10 cubs. One female can't use her left hind leg"" S41, 10km S of the S100 Near Satara",5/5,Erland,"Dec 3, 2023 · 8:24 AM UTC",Dec 3
9:30am,1 African Harrier-Hawk in a tree,"""Raiding nests"" H4-1, at Sunset Dam Near Lower Sabie",5/5,triangels,"Dec 3, 2023 · 8:24 AM UTC",Dec 3
9:22am,1 Lion on the move,"S1, 4.7km E of the S3 Near Pretoriuskop",5/5,HHG,"Dec 3, 2023 · 7:47 AM UTC",Dec 3
8:51am,5 Warthog on the move,"""Very cute babies"" S1, 2.3km E of the S4 Near Skukuza",5/5,HHG,"Dec 3, 2023 · 7:47 AM UTC",Dec 3
8:12am,1 Hippopotamus stationary,"S25, 2.3km W of the S27 Near Crocodile Bridge",5/5,HesterM1076,"Dec 3, 2023 · 7:47 AM UTC",Dec 3
7:44am,Pack of Wild Dog stationary,"H7, near the S106 E junction Near Orpen",5/5,Nicolette,"Dec 3, 2023 · 6:44 AM UTC",Dec 3
5:04pm,2 Lion ,"S114, 250m E of H3 Near Malelane",5/5,Zain,"Dec 2, 2023 · 3:15 PM UTC",Dec 2
1:55pm,2 Elephant swimming,"S119, at Gardenia hide waterhole Near Malelane",5/5,Gulfstream,"Dec 2, 2023 · 1:21 PM UTC",Dec 2
2:37pm,2 Lion hunting,"""Lionesse stalking Zebra"" H4-2, about 500m N of Vurhami Bridge Near Crocodile Bridge",5/5,Marie and Hendrik,"Dec 2, 2023 · 12:59 PM UTC",Dec 2
2:00pm,1 Leopard in a tree with kill,"S118, 2km E of H3 Near Malelane",5/5,Cheryl,"Dec 2, 2023 · 12:32 PM UTC",Dec 2
6:30am,3 Lion on the move,"H4-2, near Vurhami bridge Near Crocodile Bridge",5/5,zkwildlifephotography,"Dec 2, 2023 · 12:08 PM UTC",Dec 2
11:25am,Herd of Elephant playing,"H1-3, at Kumana dam, in the water Near Tshokwane",5/5,Keaton and Anthony's,"Dec 2, 2023 · 12:08 PM UTC",Dec 2
10:45am,Big herd of Buffalo on the move,"H1-3, at Mazithi dam Near Tshokwane",5/5,Keaton and Anthony's,"Dec 2, 2023 · 12:08 PM UTC",Dec 2
10:40am,Big herd of Buffalo stationary,"H1-3, at Mazithi dam Near Tshokwane",5/5,Keaton and Anthony's,"Dec 2, 2023 · 12:08 PM UTC",Dec 2
1:20pm,1 Lion stationary,"""Waiting for the huge herd of buffaloes which are fast approaching"" H4-2, at Vurhami viewpoint Near Crocodile Bridge",5/5,triangels,"Dec 2, 2023 · 11:29 AM UTC",Dec 2
11:30am,3 Cheetah stationary,"S130, between S137 and H4-2 N, 150m E of dry waterhole lying under tree on N side Near Lower Sabie",3/5,Renata - Kedibone Safaris,"Dec 2, 2023 · 11:16 AM UTC",Dec 2
12:38pm,1 Leopard stationary,"S114, 800m S of H2-2 Near Malelane",4/5,JoubertSwart,"Dec 2, 2023 · 10:50 AM UTC",Dec 2
10:53am,2 Lion stationary,"H4-1, 2.5km W of Sunset dam near the side of the river under a tree in shade Near Lower Sabie",1/5,Candace717,"Dec 2, 2023 · 9:48 AM UTC",Dec 2
10:39am,2 Lion stationary,"S114, 900m E of H3 Near Malelane",3/5,Jesswoolam,"Dec 2, 2023 · 9:48 AM UTC",Dec 2
11:25am,3 Hippopotamus grazing,"S27, at Hippo Pools Near Crocodile Bridge",5/5,Marie and Hendrik,"Dec 2, 2023 · 9:38 AM UTC",Dec 2
9:16am,4 Elephant stationary,"S25, 6km E of S26 Near Crocodile Bridge",4/5,Janrap,"Dec 2, 2023 · 8:23 AM UTC",Dec 2
9:55am,1 Verreaux's Eagle Owl ,"S28, about 7km E of H4-2 S junction Near Crocodile Bridge",5/5,Marie and Hendrik,"Dec 2, 2023 · 8:22 AM UTC",Dec 2
8:00am,3 Lion ,"S46, at Engelhard dam Near Letaba",3/5,Mhloti,"Dec 2, 2023 · 7:47 AM UTC",Dec 2
9:31am,Pride of Lion stationary,"H7, 400m E of Tamboti camp turn off Near Orpen",5/5,Hester,"Dec 2, 2023 · 7:47 AM UTC",Dec 2
8:45am,Tower of Giraffe ,"Dukes Waterhole, off S137 Near Lower Sabie",5/5,Marie and Hendrik,"Dec 2, 2023 · 7:47 AM UTC",Dec 2
9:17am,Pride of Lion stationary,"""2 lionesses, 5 cubs and 1 male"" H7, 400m E of Tamboti camp turn off, next to the road Near Orpen",5/5,Donald - Khalanga Safaris,"Dec 2, 2023 · 7:26 AM UTC",Dec 2
8:30qm,5 Sable Antelope on the move,"""and eating"" S140, 7km S of S106 Near Orpen",5/5,Erland,"Dec 2, 2023 · 7:16 AM UTC",Dec 2
8:25am,Big herd of Buffalo on the move,"H4-1, close to the H11 junction Near Skukuza",5/5,Keaton and the Anthony's,"Dec 2, 2023 · 6:31 AM UTC",Dec 2
7:44am,1 Spotted Hyena on the move,"S25, 1.4km E of S119 Near Malelane",5/5,Chechirussel,"Dec 2, 2023 · 6:22 AM UTC",Dec 2
7:17am,1 Lion stationary,"H4-2, just N of S28 S junction Near Crocodile Bridge",5/5,Janrap,"Dec 2, 2023 · 5:20 AM UTC",Dec 2
7:00am,1 Spotted Hyena stationary,"S1, 1.5km E of S4, a bit off the road Near Skukuza",3/5,Keaton and Anthony's,"Dec 2, 2023 · 5:12 AM UTC",Dec 2
6:59am,Pride of Lion ,"S28, 3km E of H4-2 S junction Near Crocodile Bridge",5/5,Afghan,"Dec 2, 2023 · 5:10 AM UTC",Dec 2
6:40am,Pride of Lion stationary,"H4-2, about 100m N of S28 S junction Near Crocodile Bridge",4/5,Marie and Hendrik,"Dec 2, 2023 · 5:03 AM UTC",Dec 2
6:30am,1 Lion stationary,"H4-2, just N of S28 S junction Near Crocodile Bridge",2/5,Afghan,"Dec 2, 2023 · 4:39 AM UTC",Dec 2
5:30am,Pack of Wild Dog on the move,"H7, running on the road 15km E of Maroela turnoff Near Orpen",5/5,Nirie,"Dec 2, 2023 · 4:14 AM UTC",Dec 2
5:14am,Clan of Spotted Hyena stationary,"""with cubs"" H7, 3km E of Maroela camp turnoff Near Orpen",5/5,Nirie,"Dec 2, 2023 · 4:14 AM UTC",Dec 2
5:07pmam,Pride of Lion stationary,"""1 male, 4 lionesses and a few cubs in the road"" H7, 1km E of Maroela camp turnoff Near Orpen",5/5,Nirie,"Dec 2, 2023 · 4:14 AM UTC",Dec 2
5:50pm,2 Honey Badger ,"S119, 2km W of Gardenia Hide Near Malelane",5/5,n.m wildlifephotography,"Dec 1, 2023 · 3:53 PM UTC",Dec 1
5:36pm,Pride of Lion on the move,"""Last females crossed to Gardenia Hide area"" S119, close to Gardenia Hide Near Malelane",3/5,n.m wildlifephotography,"Dec 1, 2023 · 3:40 PM UTC",Dec 1
1:29pm ,Pride of Lion stationary ,"""Lazy lions. Distance makes visibility not perfect""  S119, 1.2km E of Gardenia Hide, in the shade on opposite side of the river  Near Malelane ",4/5,SusiedB,"Dec 1, 2023 · 12:04 PM UTC",Dec 1
12:30pm,Baby Warthog suckling,"H3, 1km S of H2-2 Near Malelane",5/5,68头牛,"Dec 1, 2023 · 11:57 AM UTC",Dec 1
12:06pm,2 Warthog with 6 babies running over the road,"S25, 2.8km E of S26 Near Crocodile Bridge",5/5,Jacobs Family,"Dec 1, 2023 · 11:37 AM UTC",Dec 1
11:30am,3 Lion ,"H1-3, 150m N of Ngotso North Near Satara",3/5,Renata - Kedibone Safaris,"Dec 1, 2023 · 11:37 AM UTC",Dec 1
12:35pm,5 Lion stationary,"S119, 1km E of Gardenia Hide Near Malelane",3/5,Keaton and the Anthony's,"Dec 1, 2023 · 10:46 AM UTC",Dec 1
12:11pm,2 Buffalo stationary,"H3, standing in the riverbed at Mlambane bridge just before S118 Near Malelane",5/5,Rose,"Dec 1, 2023 · 10:25 AM UTC",Dec 1
11:46am,1 Hippopotamus laying in a pool of mud next to the road,"S25, 4.9km W of H4-2 Near Crocodile Bridge",5/5,Jacobs Family,"Dec 1, 2023 · 10:23 AM UTC",Dec 1
9:04am,Lots of Hippopotami and Crocodiles on the banks,"""There are aslo storks and a warthog"" H4-1, Sunset dam Near Lower Sabie",5/5,Jacobs Family,"Dec 1, 2023 · 9:46 AM UTC",Dec 1
8:00am,1 Lion on the move,"H1-2, Sand river low level bridge Near Skukuza",5/5,Nhlamulo - Sable Tours,"Dec 1, 2023 · 9:39 AM UTC",Dec 1
10:30am,1 Leopard on the move with kill,"""Removed the kill from the tree"" S118, 2km  E of H3 Near Malelane",1/5,n.m wildlifephotography,"Dec 1, 2023 · 8:59 AM UTC",Dec 1
5:30am,1 Leopard left tree,"S118, 2km  E of H3 Near Malelane",5/5,n.m wildlifephotography,"Dec 1, 2023 · 8:59 AM UTC",Dec 1
10:29am,Pride of Lion stationary,"""Male in riverbed"" S119, about 2km N of S25 towards Gardenia Hide Near Malelane",3/5,Marie and Hendrik,"Dec 1, 2023 · 8:40 AM UTC",Dec 1
8:38am ,2 Lions on the move ,"""Walking East""  H1-2, 3.7km W of S83 E junction on opposite side of the river  Near Skukuza ",5/5,Rose,"Dec 1, 2023 · 7:12 AM UTC",Dec 1
8:22am,2 Lion ,"H10, 6.9km N of H4-2 Near Lower Sabie",5/5,JustinGreef,"Dec 1, 2023 · 7:09 AM UTC",Dec 1
8:57am,Pride of Lion stationary,"""Female crossed road to Gardenia side but went back to riverbed"" S119, 500m E of Gardenia Hide Near Malelane",5/5,n.m wildlifephotography,"Dec 1, 2023 · 7:02 AM UTC",Dec 1
8:05am,2 Lion on the move,"S82, 9km N of H4-2 S junction on E side Near Lower Sabie",5/5,Kerry - Kruger Pride Safaris,"Dec 1, 2023 · 6:29 AM UTC",Dec 1
8:12am,Pack of Wild Dog stationary,"H12, 1.8km N of Sabie High Bridge, S30 Near Skukuza",1/5,Rose,"Dec 1, 2023 · 6:29 AM UTC",Dec 1
8:10am,Pride of Lion on a kill,"""2 big males hogging the kill, females have moved off"" S119, 500m E of Gardenia Hide Near Malelane",5/5,n.m wildlifephotography,"Dec 1, 2023 · 6:29 AM UTC",Dec 1
